Feature_A_(i),Feature_A_(i)-noFeature_A_(i),Feature_B_(2i),Feature_B_(2i)-noFeature_A_(i),Feature_C_(-i),Feature_C_(-i)-noFeature_A_(i),Constant_Feature,Constant_Feature-noFeature_A_(i),Random_Feature,Random_Feature-noFeature_A_(i),Outcome,Outcome-noFeature_A_(i)
472,4787,944,6226,-472,-3114,1,1,0.8910701817005761,0.8844562399641169,A,A
474,4787,948,6226,-474,-3114,1,1,0.4303517072854365,0.45443658440763757,A,A
475,4787,950,6226,-475,-3114,1,1,0.6823065203912035,0.6865687000926515,A,A
476,4787,952,6238,-476,-3120,1,1,0.9543852723607621,0.9556519694980462,A,A
477,4787,954,6238,-477,-3120,1,1,0.8632755345077058,0.8844562399641169,A,A
478,4787,956,6238,-478,-3120,1,1,0.0764677232812021,0.11766008071769851,A,A
479,4787,958,6238,-479,-3120,1,1,0.3544980651228179,0.36326959483172827,A,A
480,4787,960,6238,-480,-3120,1,1,0.5593498357898485,0.5738128596868537,A,A
481,4787,962,6238,-481,-3120,1,1,0.9789209221281394,0.9708335991200716,A,A
482,4787,964,6250,-482,-3125,1,1,0.06140087961272889,0.08139052448728146,A,A
484,4787,968,6250,-484,-3125,1,1,0.17371535718610254,0.20479149534265284,A,A
485,4787,970,6250,-485,-3125,1,1,0.16032435665697564,0.17573684250755928,A,A
488,4787,976,6260,-488,-3131,1,1,0.1517002214555101,0.1556084896784825,A,A
489,4787,978,6260,-489,-3131,1,1,0.5969715985027864,0.6185616736968093,A,A
490,4787,980,6260,-490,-3131,1,1,0.4208080615948371,0.43084017934406293,A,A
491,4787,982,6260,-491,-3131,1,1,0.8172100839411818,0.836604570279811,A,A
493,4787,986,6272,-493,-3137,1,1,0.7545530318165024,0.7650504588350444,A,A
494,4787,988,6272,-494,-3137,1,1,0.9509054252239306,0.9556519694980462,A,A
495,4787,990,6272,-495,-3137,1,1,0.5353236586329564,0.5437811418999469,A,A
498,4787,996,6272,-498,-3137,1,1,0.2460840155670766,0.2705870793149804,A,A
499,4787,998,6284,-499,-3143,1,1,0.20833379708727728,0.23139716590926385,A,A
502,4787,1004,6284,-502,-3143,1,1,0.03006498819985337,0.02540337192260267,A,A
503,4787,1006,6284,-503,-3143,1,1,0.6131987069751813,0.6403485791625139,A,A
504,4787,1008,6284,-504,-3143,1,1,0.5602916286068992,0.5738128596868537,A,A
506,4787,1012,6296,-506,-3148,1,1,0.35094998811839995,0.36326959483172827,A,A
507,4787,1014,6296,-507,-3148,1,1,0.658448118779321,0.6676345312549455,A,A
508,4787,1016,6296,-508,-3148,1,1,0.3060541151576892,0.33085674641798635,A,A
509,4787,1018,6296,-509,-3148,1,1,0.9782876846996086,0.9708335991200716,A,A
510,4787,1020,6306,-510,-3154,1,1,0.9412645886153952,0.9155804834289545,A,A
511,4787,1022,6306,-511,-3154,1,1,0.8614912588697449,0.8844562399641169,A,A
512,4787,1024,6306,-512,-3154,1,1,0.47198168067509827,0.5057843245177359,A,A
513,4787,1026,6306,-513,-3154,1,1,0.13234226764840074,0.1556084896784825,A,A
515,4787,1030,6306,-515,-3154,1,1,0.8930985053399444,0.8844562399641169,A,A
517,4787,1034,6318,-517,-3160,1,1,0.36597632780641964,0.3838453928986345,A,A
518,4787,1036,6318,-518,-3160,1,1,0.9857165955162195,0.9867277963524416,A,A
519,4787,1038,6318,-519,-3160,1,1,0.5357077042739103,0.5437811418999469,A,A
520,4787,1040,6318,-520,-3160,1,1,0.7182771415053689,0.7124266951977283,A,A
521,4787,1042,6318,-521,-3160,1,1,0.07899269555290411,0.11766008071769851,A,A
522,4787,1044,6330,-522,-3166,1,1,0.8576890768148474,0.8659373859054671,A,A
524,4787,1048,6330,-524,-3166,1,1,0.7056693188849676,0.7124266951977283,A,A
525,4787,1050,6330,-525,-3166,1,1,0.9390605661828081,0.9155804834289545,A,A
526,4787,1052,6330,-526,-3166,1,1,0.04350827513202393,0.06575410935862658,A,A
527,4787,1054,6330,-527,-3166,1,1,0.27448894741050056,0.29312155847436416,A,A
528,4787,1056,6342,-528,-3172,1,1,0.5059555869560317,0.5184576116122209,A,A
532,4787,1064,6342,-532,-3172,1,1,0.426165387847687,0.45443658440763757,A,A
533,4787,1066,6342,-533,-3172,1,1,0.053151240462795735,0.06575410935862658,A,A
534,4787,1068,6354,-534,-3177,1,1,0.9270328491647392,0.9155804834289545,A,A
536,4787,1072,6354,-536,-3177,1,1,0.8286908529413636,0.8483288367488273,A,A
538,4787,1076,6354,-538,-3177,1,1,0.35997044809730716,0.3838453928986345,A,A
539,4787,1078,6364,-539,-3183,1,1,0.7331111547562698,0.74048802736636,A,A
540,4787,1080,6364,-540,-3183,1,1,0.9606465123861373,0.9708335991200716,A,A
541,4787,1082,6364,-541,-3183,1,1,0.21179237568037101,0.23139716590926385,A,A
544,4787,1088,6364,-544,-3183,1,1,0.00725679704380644,0.009431753548861166,A,A
545,4787,1090,6376,-545,-3189,1,1,0.7315559512925025,0.7248533491587095,A,A
546,4787,1092,6376,-546,-3189,1,1,0.051703560852298214,0.06575410935862658,A,A
547,4787,1094,6376,-547,-3189,1,1,0.8257260063386134,0.8483288367488273,A,A
549,4787,1098,6376,-549,-3189,1,1,0.9842726595689034,0.9708335991200716,A,A
550,4787,1100,6376,-550,-3189,1,1,0.05435344307440804,0.06575410935862658,A,A
551,4787,1102,6388,-551,-3195,1,1,0.6848244790888292,0.6865687000926515,A,A
552,4787,1104,6388,-552,-3195,1,1,0.2051942797701125,0.2200783515824032,A,A
553,4787,1106,6388,-553,-3195,1,1,0.8067468593278214,0.81093086149687,A,A
554,4787,1108,6388,-554,-3195,1,1,0.8566592861021727,0.8659373859054671,A,A
556,4787,1112,6388,-556,-3195,1,1,0.5754209097067302,0.5970130310756897,A,A
558,4787,1116,6400,-558,-3201,1,1,0.9489819250528171,0.9358892092224953,A,A
559,4787,1118,6400,-559,-3201,1,1,0.9962773211976599,0.9867277963524416,A,A
562,4787,1124,6400,-562,-3201,1,1,0.5301034602456073,0.5437811418999469,A,A
563,4787,1126,6412,-563,-3206,1,1,0.6552928487368456,0.6567225731105883,A,A
564,4787,1128,6412,-564,-3206,1,1,0.31358275145001824,0.33085674641798635,A,A
566,4787,1132,6412,-566,-3206,1,1,0.34330946008892615,0.36326959483172827,A,A
569,4787,1138,6422,-569,-3212,1,1,0.23033428742188866,0.2556376638625464,A,A
571,4787,1142,6422,-571,-3212,1,1,0.07024121476847278,0.09584927697217083,A,A
572,4787,1144,6422,-572,-3212,1,1,0.5729217985047085,0.5970130310756897,A,A
573,4787,1146,6422,-573,-3212,1,1,0.5299255872798355,0.5287072142744291,A,A
574,4787,1148,6434,-574,-3218,1,1,0.07457384053366523,0.09584927697217083,A,A
575,4787,1150,6434,-575,-3218,1,1,0.907647260543251,0.897897211542344,A,A
576,4787,1152,6434,-576,-3218,1,1,0.6215009865395288,0.6403485791625139,A,A
577,4787,1154,6434,-577,-3218,1,1,0.08000016006589106,0.11766008071769851,A,A
578,4787,1156,6434,-578,-3218,1,1,0.37597251677116494,0.3994271172644791,A,A
579,4787,1158,6434,-579,-3218,1,1,0.7987575215910023,0.81093086149687,A,A
580,4787,1160,6446,-580,-3224,1,1,0.297088315887745,0.30887378737929305,A,A
581,4787,1162,6446,-581,-3224,1,1,0.40676274545200697,0.43084017934406293,A,A
582,4787,1164,6446,-582,-3224,1,1,0.575937846819772,0.5970130310756897,A,A
583,4787,1166,6446,-583,-3224,1,1,0.0493797501582901,0.06575410935862658,A,A
584,4787,1168,6446,-584,-3224,1,1,0.22428025535025042,0.2556376638625464,A,A
585,4787,1170,6446,-585,-3224,1,1,0.8628395894852418,0.8844562399641169,A,A
589,4787,1178,6458,-589,-3230,1,1,0.8506409055859523,0.8659373859054671,A,A
590,4787,1180,6458,-590,-3230,1,1,0.5347465464028762,0.5437811418999469,A,A
592,4787,1184,6470,-592,-3235,1,1,0.10687899719603156,0.14001508031831478,A,A
593,4787,1186,6470,-593,-3235,1,1,0.4540995174696383,0.4686479736942557,A,A
594,4787,1188,6470,-594,-3235,1,1,0.6700577944168072,0.6676345312549455,A,A
595,4787,1190,6470,-595,-3235,1,1,0.8137872277940899,0.836604570279811,A,A
600,4787,1200,6480,-600,-3241,1,1,0.039971929780422855,0.046636926221635844,A,A
601,4787,1202,6480,-601,-3241,1,1,0.3454045383820389,0.36326959483172827,A,A
603,4787,1206,6492,-603,-3247,1,1,0.4646821792302497,0.4863973973956013,A,A
605,4787,1210,6492,-605,-3247,1,1,0.2002743517561667,0.2200783515824032,A,A
608,4787,1216,6492,-608,-3247,1,1,0.524569965028447,0.5287072142744291,A,A
609,4787,1218,6504,-609,-3253,1,1,0.1642842600642056,0.18991284810616926,A,A
610,4787,1220,6504,-610,-3253,1,1,0.9991388514209734,0.9867277963524416,A,A
611,4787,1222,6504,-611,-3253,1,1,0.7303543210304436,0.7248533491587095,A,A
613,4787,1226,6504,-613,-3253,1,1,0.19645228897211253,0.2200783515824032,A,A
614,4787,1228,6504,-614,-3253,1,1,0.18219362224099178,0.20479149534265284,A,A
615,4787,1230,6516,-615,-3258,1,1,0.22410790038449224,0.2556376638625464,A,A
619,4787,1238,6516,-619,-3258,1,1,0.6384683103815639,0.6567225731105883,A,A
621,4787,1242,6526,-621,-3264,1,1,0.7124319516852103,0.7124266951977283,A,A
622,4787,1244,6526,-622,-3264,1,1,0.26936000876650923,0.2705870793149804,A,A
623,4787,1246,6526,-623,-3264,1,1,0.3676093511165056,0.3838453928986345,A,A
624,4787,1248,6526,-624,-3264,1,1,0.7868034611211059,0.7978402972390728,A,A
626,4787,1252,6538,-626,-3270,1,1,0.2064898226080546,0.23139716590926385,A,A
627,4787,1254,6538,-627,-3270,1,1,0.06734156382084833,0.09584927697217083,A,A
628,4787,1256,6538,-628,-3270,1,1,0.6327385287345331,0.6403485791625139,A,A
630,4787,1260,6538,-630,-3270,1,1,0.5553781353895069,0.5603876811308924,A,A
631,4787,1262,6538,-631,-3270,1,1,0.9779528052686185,0.9708335991200716,A,A
632,4787,1264,6550,-632,-3276,1,1,0.5339528360807427,0.5437811418999469,A,A
633,4787,1266,6550,-633,-3276,1,1,0.0908550890737495,0.11766008071769851,A,A
635,4787,1270,6550,-635,-3276,1,1,0.09230906670480576,0.14001508031831478,A,A
637,4787,1274,6550,-637,-3276,1,1,0.32362399118648677,0.34394625120281785,A,A
638,4787,1276,6562,-638,-3282,1,1,0.13096956094017087,0.1556084896784825,A,A
639,4787,1278,6562,-639,-3282,1,1,0.3406100379658129,0.34394625120281785,A,A
640,4787,1280,6562,-640,-3282,1,1,0.8053158748990111,0.81093086149687,A,A
641,4787,1282,6562,-641,-3282,1,1,0.06848216038827504,0.09584927697217083,A,A
645,4787,1290,6574,-645,-3287,1,1,0.4542921613631532,0.4863973973956013,A,A
647,4787,1294,6574,-647,-3287,1,1,0.39895281771875835,0.41436990175995514,A,A
648,4787,1296,6574,-648,-3287,1,1,0.6595203601690224,0.6676345312549455,A,A
649,4787,1298,6584,-649,-3293,1,1,0.030841616474399203,0.046636926221635844,A,A
650,4787,1300,6584,-650,-3293,1,1,0.7730694686076269,0.7752105467541478,A,A
651,4787,1302,6584,-651,-3293,1,1,0.41430530973524404,0.43084017934406293,A,A
653,4787,1306,6584,-653,-3293,1,1,0.11079361247289166,0.1556084896784825,A,A
654,4787,1308,6584,-654,-3293,1,1,0.9473077574723736,0.9358892092224953,A,A
655,4787,1310,6596,-655,-3299,1,1,0.36030186759800353,0.3838453928986345,A,A
656,4787,1312,6596,-656,-3299,1,1,0.26922299621041834,0.2705870793149804,A,A
657,4787,1314,6596,-657,-3299,1,1,0.6618274567629842,0.6676345312549455,A,A
658,4787,1316,6596,-658,-3299,1,1,0.5600133232644029,0.5738128596868537,A,A
660,4787,1320,6596,-660,-3299,1,1,0.736639192638209,0.74048802736636,A,A
662,4787,1324,5948,-662,-2975,1,1,0.44165391870880966,0.41436990175995514,A,A
663,4787,1326,5948,-663,-2975,1,1,0.5273943249547693,0.5057843245177359,A,A
665,4787,1330,5948,-665,-2975,1,1,0.8095715098194166,0.7752105467541478,A,A
666,4787,1332,5948,-666,-2975,1,1,0.7897398894124356,0.74048802736636,A,A
670,4787,1340,5960,-670,-2981,1,1,0.7902523713769659,0.74048802736636,A,A
672,4787,1344,5960,-672,-2981,1,1,0.14860211053659755,0.14001508031831478,A,A
673,4787,1346,5972,-673,-2986,1,1,0.046636926221635844,0.046636926221635844,A,A
676,4787,1352,5972,-676,-2986,1,1,0.58976814949409,0.5437811418999469,A,A
677,4787,1354,5972,-677,-2986,1,1,0.6291517447761883,0.5603876811308924,A,A
678,4787,1356,5982,-678,-2992,1,1,0.3838766087461166,0.3838453928986345,A,A
679,4787,1358,5982,-679,-2992,1,1,0.32677014705286356,0.33085674641798635,A,A
682,4787,1364,5982,-682,-2992,1,1,0.19327719611557548,0.17573684250755928,A,A
684,4787,1368,5994,-684,-2998,1,1,0.1227372814697213,0.11766008071769851,A,A
686,4787,1372,5994,-686,-2998,1,1,0.044985829017040735,0.046636926221635844,A,A
687,4787,1374,5994,-687,-2998,1,1,0.7729692600838747,0.7248533491587095,A,A
690,4787,1380,6006,-690,-3004,1,1,0.809321750042001,0.7752105467541478,A,A
691,4787,1382,6006,-691,-3004,1,1,0.8409857380537643,0.81093086149687,A,A
693,4787,1386,6006,-693,-3004,1,1,0.18406407849854156,0.17573684250755928,A,A
694,4787,1388,6006,-694,-3004,1,1,0.17338869173641702,0.17573684250755928,A,A
695,4787,1390,6006,-695,-3004,1,1,0.8748461618389791,0.8659373859054671,A,A
696,4787,1392,6018,-696,-3010,1,1,0.9557286713890774,0.9556519694980462,A,A
700,4787,1400,6018,-700,-3010,1,1,0.7501492673341359,0.6865687000926515,A,A
702,4787,1404,6030,-702,-3015,1,1,0.21188029257857377,0.20479149534265284,A,A
705,4787,1410,6030,-705,-3015,1,1,0.15265012214210083,0.1556084896784825,A,A
707,4787,1414,6040,-707,-3021,1,1,0.3127403855062435,0.29312155847436416,A,A
708,4787,1416,6040,-708,-3021,1,1,0.024516821100967978,0.02540337192260267,A,A
709,4787,1418,6040,-709,-3021,1,1,0.9819311469125114,0.9708335991200716,A,A
710,4787,1420,6040,-710,-3021,1,1,0.8715305479863846,0.8659373859054671,A,A
711,4787,1422,6040,-711,-3021,1,1,0.8428559462501215,0.836604570279811,A,A
712,4787,1424,6040,-712,-3021,1,1,0.3322686129358515,0.33085674641798635,A,A
714,4787,1428,6052,-714,-3027,1,1,0.5946450533544192,0.5437811418999469,A,A
715,4787,1430,6052,-715,-3027,1,1,0.7969020571286004,0.7650504588350444,A,A
716,4787,1432,6052,-716,-3027,1,1,0.5577195808015879,0.5184576116122209,A,A
717,4787,1434,6052,-717,-3027,1,1,0.9628840465686813,0.9556519694980462,A,A
718,4787,1436,6052,-718,-3027,1,1,0.26025938523265246,0.2556376638625464,A,A
720,4787,1440,6064,-720,-3033,1,1,0.30037966961761,0.29312155847436416,A,A
721,4787,1442,6064,-721,-3033,1,1,0.8885566524008132,0.8844562399641169,A,A
722,4787,1444,6064,-722,-3033,1,1,0.8643108185656064,0.8483288367488273,A,A
723,4787,1446,6064,-723,-3033,1,1,0.16901715284871965,0.1556084896784825,A,A
725,4787,1450,6076,-725,-3038,1,1,0.5818590004752366,0.5287072142744291,A,A
726,4787,1452,6076,-726,-3038,1,1,0.5134699330946384,0.4863973973956013,A,A
727,4787,1454,6076,-727,-3038,1,1,0.7966208151220936,0.7650504588350444,A,A
728,4787,1456,6076,-728,-3038,1,1,0.3377799078168393,0.34394625120281785,A,A
729,4787,1458,6076,-729,-3038,1,1,0.5561792457695677,0.5184576116122209,A,A
730,4787,1460,6086,-730,-3044,1,1,0.7907632920293803,0.74048802736636,A,A
731,4787,1462,6086,-731,-3044,1,1,0.4433061964369187,0.43084017934406293,A,A
732,4787,1464,6086,-732,-3044,1,1,0.17704584860481443,0.17573684250755928,A,A
733,4787,1466,6086,-733,-3044,1,1,0.05448007361766927,0.046636926221635844,A,A
734,4787,1468,6086,-734,-3044,1,1,0.8924100516540633,0.897897211542344,A,A
735,4787,1470,6086,-735,-3044,1,1,0.384842081826567,0.3838453928986345,A,A
736,4787,1472,6098,-736,-3050,1,1,0.21549748006330216,0.20479149534265284,A,A
737,4787,1474,6098,-737,-3050,1,1,0.11766008071769851,0.11766008071769851,A,A
738,4787,1476,6098,-738,-3050,1,1,0.3371828459961995,0.34394625120281785,A,A
739,4787,1478,6098,-739,-3050,1,1,0.677380601839987,0.5970130310756897,A,A
740,4787,1480,6098,-740,-3050,1,1,0.3370461269894819,0.34394625120281785,A,A
741,4787,1482,6098,-741,-3050,1,1,0.0888591415746608,0.08139052448728146,A,A
742,4787,1484,6110,-742,-3056,1,1,0.9834661444125509,0.9708335991200716,A,A
743,4787,1486,6110,-743,-3056,1,1,0.8884384387639467,0.8844562399641169,A,A
744,4787,1488,6110,-744,-3056,1,1,0.43938805425574157,0.41436990175995514,A,A
745,4787,1490,6110,-745,-3056,1,1,0.32093350541401,0.30887378737929305,A,A
746,4787,1492,6110,-746,-3056,1,1,0.44953384894114723,0.43084017934406293,A,A
747,4787,1494,6110,-747,-3056,1,1,0.24224410913443728,0.23139716590926385,A,A
748,4787,1496,6122,-748,-3062,1,1,0.5014227535687902,0.4863973973956013,A,A
749,4787,1498,6122,-749,-3062,1,1,0.9668687645578863,0.9556519694980462,A,A
750,4787,1500,6122,-750,-3062,1,1,0.2951161755165179,0.2705870793149804,A,A
751,4787,1502,6122,-751,-3062,1,1,0.6121053871307213,0.5603876811308924,A,A
754,4787,1508,6134,-754,-3067,1,1,0.6661897046965777,0.5970130310756897,A,A
756,4787,1512,6134,-756,-3067,1,1,0.16533648639148024,0.1556084896784825,A,A
758,4787,1516,6134,-758,-3067,1,1,0.767238092405418,0.7248533491587095,A,A
761,4787,1522,6144,-761,-3073,1,1,0.06976139429105344,0.06575410935862658,A,A
762,4787,1524,6144,-762,-3073,1,1,0.3499984465583802,0.36326959483172827,A,A
763,4787,1526,6144,-763,-3073,1,1,0.6769668595988896,0.5970130310756897,A,A
765,4787,1530,6156,-765,-3079,1,1,0.6019939977067417,0.5437811418999469,A,A
766,4787,1532,6156,-766,-3079,1,1,0.43013423392536143,0.41436990175995514,A,A
767,4787,1534,6156,-767,-3079,1,1,0.3722931444556249,0.3838453928986345,A,A
771,4787,1542,6168,-771,-3085,1,1,0.005335982248789617,0.009431753548861166,A,A
773,4787,1546,6168,-773,-3085,1,1,0.10406289620075193,0.09584927697217083,A,A
776,4787,1552,6168,-776,-3085,1,1,0.009759344445729123,0.009431753548861166,A,A
778,4787,1556,6180,-778,-3091,1,1,0.8849938703505023,0.8844562399641169,A,A
779,4787,1558,6180,-779,-3091,1,1,0.49426958023609846,0.4686479736942557,A,A
780,4787,1560,6180,-780,-3091,1,1,0.8932403690397421,0.897897211542344,A,A
783,4787,1566,6192,-783,-3096,1,1,0.019644418582389633,0.02540337192260267,A,A
784,4787,1568,6192,-784,-3096,1,1,0.7255595921251184,0.6567225731105883,A,A
785,4787,1570,6192,-785,-3096,1,1,0.016616053339009396,0.009431753548861166,A,A
786,4787,1572,6192,-786,-3096,1,1,0.4681912313203088,0.45443658440763757,A,A
787,4787,1574,6192,-787,-3096,1,1,0.39979437965853926,0.3994271172644791,A,A
788,4787,1576,6202,-788,-3102,1,1,0.376104169953155,0.3838453928986345,A,A
789,4787,1578,6202,-789,-3102,1,1,0.07883489383449871,0.08139052448728146,A,A
791,4787,1582,6202,-791,-3102,1,1,0.22463135642620125,0.2200783515824032,A,A
792,4787,1584,6202,-792,-3102,1,1,0.9733484615296845,0.9708335991200716,A,A
793,4787,1586,6202,-793,-3102,1,1,0.13963302800436117,0.14001508031831478,A,A
795,4787,1590,6214,-795,-3108,1,1,0.5395896651517039,0.5057843245177359,A,A
796,4787,1592,6214,-796,-3108,1,1,0.2406015998880502,0.23139716590926385,A,A
798,4787,1596,6214,-798,-3108,1,1,0.22945435521430813,0.2200783515824032,A,A
799,4787,1598,6214,-799,-3108,1,1,0.23385532211225446,0.23139716590926385,A,A
801,4787,1602,6226,-801,-3114,1,1,0.8764462327514305,0.8659373859054671,A,A
802,4787,1604,6226,-802,-3114,1,1,0.05517141132614933,0.06575410935862658,A,A
803,4787,1606,6226,-803,-3114,1,1,0.8732327110508629,0.8659373859054671,A,A
805,4787,1610,6226,-805,-3114,1,1,0.08815852685948344,0.08139052448728146,A,A
806,4787,1612,6238,-806,-3120,1,1,0.2857361724620323,0.2705870793149804,A,A
807,4787,1614,6238,-807,-3120,1,1,0.6325027992787061,0.5738128596868537,A,A
809,4787,1618,6238,-809,-3120,1,1,0.7238556095212819,0.6567225731105883,A,A
810,4787,1620,6238,-810,-3120,1,1,0.7950250410134003,0.74048802736636,A,A
811,4787,1622,6238,-811,-3120,1,1,0.11377873137002126,0.11766008071769851,A,A
812,4787,1624,6250,-812,-3125,1,1,0.7660825399665527,0.7124266951977283,A,A
815,4787,1630,6250,-815,-3125,1,1,0.8440833293428097,0.836604570279811,A,A
817,4787,1634,6260,-817,-3131,1,1,0.46605773069554024,0.45443658440763757,A,A
818,4787,1636,6260,-818,-3131,1,1,0.8304876551866441,0.81093086149687,A,A
819,4787,1638,6260,-819,-3131,1,1,0.7633597467884877,0.7124266951977283,A,A
820,4787,1640,6260,-820,-3131,1,1,0.7001072328021962,0.6403485791625139,A,A
822,4787,1644,6260,-822,-3131,1,1,0.6015896373461491,0.5437811418999469,A,A
826,4787,1652,6272,-826,-3137,1,1,0.07097733825165331,0.08139052448728146,A,A
827,4787,1654,6272,-827,-3137,1,1,0.2508385477975068,0.23139716590926385,A,A
829,4787,1658,6284,-829,-3143,1,1,0.5622739041435653,0.5184576116122209,A,A
830,4787,1660,6284,-830,-3143,1,1,0.4569648131236064,0.45443658440763757,A,A
831,4787,1662,6284,-831,-3143,1,1,0.7379434045609077,0.6865687000926515,A,A
832,4787,1664,6284,-832,-3143,1,1,0.0738170409604012,0.08139052448728146,A,A
833,4787,1666,6284,-833,-3143,1,1,0.5095083949865293,0.4863973973956013,A,A
834,4787,1668,6284,-834,-3143,1,1,0.4760787731853534,0.4686479736942557,A,A
837,4787,1674,6296,-837,-3148,1,1,0.4734804374197361,0.4686479736942557,A,A
838,4787,1676,6296,-838,-3148,1,1,0.3392995651596943,0.34394625120281785,A,A
839,4787,1678,6296,-839,-3148,1,1,0.49581906820001587,0.4686479736942557,A,A
841,4787,1682,6306,-841,-3154,1,1,0.11418244800345634,0.11766008071769851,A,A
842,4787,1684,6306,-842,-3154,1,1,0.5799738643708684,0.5287072142744291,A,A
843,4787,1686,6306,-843,-3154,1,1,0.7291448804318605,0.6676345312549455,A,A
844,4787,1688,6306,-844,-3154,1,1,0.9193814529730828,0.9155804834289545,A,A
846,4787,1692,6318,-846,-3160,1,1,0.39168487717537537,0.3994271172644791,A,A
848,4787,1696,6318,-848,-3160,1,1,0.322430769022956,0.30887378737929305,A,A
849,4787,1698,6318,-849,-3160,1,1,0.41689602296768336,0.41436990175995514,A,A
851,4787,1702,6318,-851,-3160,1,1,0.7211729287524056,0.6567225731105883,A,A
852,4787,1704,6330,-852,-3166,1,1,0.5802081695658857,0.5287072142744291,A,A
853,4787,1706,6330,-853,-3166,1,1,0.5511310240075796,0.5184576116122209,A,A
