sex,sex-norace,age,age-norace,age_cat,age_cat-norace,race,race-norace,juv_fel_count,juv_fel_count-norace,juv_misd_count,juv_misd_count-norace,juv_other_count,juv_other_count-norace,priors_count,priors_count-norace,c_charge_degree,c_charge_degree-norace,c_charge_desc,c_charge_desc-norace,decile_score,decile_score-norace,score_text,score_text-norace
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Disorderly Conduct,Carrying Concealed Firearm,3,3,Low,Low
Male,Male,32,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,1,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,25,29,25 - 45,Less than 25,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Grand Theft Firearm,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Felony Battery (Dom Strang),Felony Battery (Dom Strang),2,2,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,DUI Level 0.15 Or Minor In Veh,DUI Level 0.15 Or Minor In Veh,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,2,0,1,0,18,5,F,F,Felony Petit Theft,Felony Petit Theft,9,9,High,High
Female,Male,35,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Resist Officer w/Violence,Battery,3,3,Low,Low
Female,Female,58,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,"Poss 3,4 MDMA (Ecstasy)",Battery,2,2,Low,Low
Female,Female,57,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Disorderly Conduct,Battery,4,4,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,8,5,F,F,Possession of Cocaine,arrest case no charge,8,8,High,High
Female,Female,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,10,5,F,F,Driving While License Revoked,Possession of Cocaine,6,6,Medium,Medium
Female,Male,45,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Felony Driving While Lic Suspd,Battery,6,6,Medium,Medium
Male,Male,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,False Ownership Info/Pawn Item,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Aggravated Assault W/dead Weap,8,8,High,High
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,13,5,F,M,arrest case no charge,Possession of Cocaine,7,7,Medium,Medium
Male,Male,47,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,20,5,F,F,Tamper With Witness/Victim/CI,Petit Theft,9,9,High,High
Male,Male,65,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Violation of Injunction Order/Stalking/Cyberstalking,Battery,2,2,Low,Low
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Fail To Obey Police Officer,Driving While License Revoked,4,4,Low,Low
Female,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft (Motor Vehicle),Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,53,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,52,47,Greater than 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Driving While License Revoked,Battery,1,1,Low,Low
Male,Male,30,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,4,5,M,M,Reckless Driving,Battery,9,9,High,High
Female,Female,59,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Grand Theft in the 3rd Degree,arrest case no charge,3,3,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Possession of Cocaine,Possession of Cocaine,2,2,Low,Low
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,29,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,7,5,F,F,Driving While License Revoked,Driving While License Revoked,9,9,High,High
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,2,5,M,M,Battery,Battery,10,10,High,High
Male,Male,21,29,Less than 25,Less than 25,Asian,African-American,0,0,0,0,1,1,0,5,F,F,Att Tamper w/Physical Evidence,Battery,6,6,Medium,Medium
Male,Male,53,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Deliver Alprazolam,arrest case no charge,1,1,Low,Low
Male,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Driving License Suspended,Felony Battery (Dom Strang),2,2,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,6,6,Medium,Medium
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Child Abuse,Battery,3,3,Low,Low
Male,Male,53,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Male,46,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,8,8,High,High
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,45,29,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft (Motor Vehicle),arrest case no charge,4,4,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Deliver Cannabis,Pos Cannabis W/Intent Sel/Del,8,8,High,High
Male,Male,23,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,36,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Child Abuse,Battery,1,1,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Deliver Cocaine 1000FT Church,Battery,10,10,High,High
Female,Male,53,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Female,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,arrest case no charge,arrest case no charge,9,9,High,High
Male,Male,71,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,8,5,F,F,Driving While License Revoked,Driving While License Revoked,1,1,Low,Low
Female,Female,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Felony Battery (Dom Strang),5,5,Medium,Medium
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,2,0,0,5,F,F,Possession of Cocaine,Viol Injunct Domestic Violence,5,5,Medium,Medium
Female,Female,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,Possession of Cocaine,Possession of Cocaine,5,5,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Possession of Cocaine,"Poss3,4 Methylenedioxymethcath",5,5,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,M,Aggravated Assault w/Firearm,Battery,7,7,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cannabis,Battery,4,4,Low,Low
Female,Male,53,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Felony Driving While Lic Suspd,Viol Injunct Domestic Violence,1,1,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Hydromorphone,Battery,2,2,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,41,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,8,5,F,M,Possession of Cocaine,Grand Theft in the 3rd Degree,6,6,Medium,Medium
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,DUI Level 0.15 Or Minor In Veh,Battery,2,2,Low,Low
Male,Male,47,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Leave Acc/Attend Veh/More $50,Battery,1,1,Low,Low
Female,Female,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Aggravated Assault W/Dead Weap,Battery,5,5,Medium,Medium
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,48,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Felony Battery (Dom Strang),7,7,Medium,Medium
Male,Male,31,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Conveyance Unoccup,Battery,5,5,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),1,1,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Pos Cannabis W/Intent Sel/Del,Pos Cannabis W/Intent Sel/Del,6,6,Medium,Medium
Female,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Simulation of Legal Process,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,17,5,F,F,arrest case no charge,Battery,10,10,High,High
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Possession of Cannabis,Possession of Cannabis,6,6,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,14,5,F,F,Fleeing or Eluding a LEO,arrest case no charge,7,7,Medium,Medium
Male,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,M,M,Susp Drivers Lic 1st Offense,Felony Battery (Dom Strang),8,8,High,High
Male,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Defrauding Innkeeper,Battery,3,3,Low,Low
Male,Male,25,29,25 - 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,6,6,Medium,Medium
Male,Male,52,47,Greater than 45,Greater than 45,African-American,African-American,1,0,0,0,0,0,9,5,M,M,Battery,Battery,8,8,High,High
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,M,M,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,56,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,M,M,Disorderly Intoxication,Battery,1,1,Low,Low
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Felony Petit Theft,Felony Petit Theft,5,5,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,1,0,1,0,1,5,F,F,Att Burgl Conv Occp,Battery,9,9,High,High
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,1,0,0,0,5,5,F,F,Pos Cannabis W/Intent Sel/Del,Pos Cannabis W/Intent Sel/Del,5,5,Medium,Medium
Male,Male,46,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,9,5,M,M,Disorderly Intoxication,Battery,8,8,High,High
Male,Male,24,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Robbery Sudd Snatch No Weapon,Battery,4,4,Low,Low
Female,Female,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Burglary Unoccupied Dwelling,Battery,3,3,Low,Low
Male,Male,40,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Battery on a Person Over 65,arrest case no charge,2,2,Low,Low
Female,Female,52,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Aggravated Assault w/Firearm,Battery,1,1,Low,Low
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,1,0,0,0,1,0,3,5,F,F,Grand Theft Firearm,"Poss3,4 Methylenedioxymethcath",9,9,High,High
Male,Male,42,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Possession of Cocaine,Possession of Cocaine,4,4,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,4,5,F,F,Pos Cannabis For Consideration,Battery,3,3,Low,Low
Male,Male,50,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Crim Use of Personal ID Info,Battery,1,1,Low,Low
Male,Male,51,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,19,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,4,4,Low,Low
Female,Female,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,9,5,F,F,Driving While License Revoked,Pos Cannabis W/Intent Sel/Del,7,7,Medium,Medium
Male,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Uttering Forged Bills,Battery,10,10,High,High
Male,Male,52,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Burglary Conveyance Unoccup,Tamper With Witness/Victim/CI,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,M,M,Expired DL More Than 6 Months,Possession of Cocaine,1,1,Low,Low
Female,Female,57,47,Greater than 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Female,Female,42,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving Under The Influence,arrest case no charge,1,1,Low,Low
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,Felony Battery (Dom Strang),Viol Injunct Domestic Violence,5,5,Medium,Medium
Male,Male,63,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Trespass Structure/Conveyance,arrest case no charge,9,9,High,High
Male,Male,46,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,45,47,Greater than 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,Sex Offender Fail Comply W/Law,arrest case no charge,3,3,Low,Low
Female,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Crim Use of Personal ID Info,Battery,7,7,Medium,Medium
Male,Male,21,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cocaine,Battery,8,8,High,High
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,23,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Viol Injunct Domestic Violence,Viol Injunct Domestic Violence,3,3,Low,Low
Male,Male,54,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,arrest case no charge,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,10,5,F,F,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Disorderly Conduct,arrest case no charge,3,3,Low,Low
Male,Male,30,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,29,29,25 - 45,Less than 25,African-American,African-American,0,0,0,0,1,0,10,5,F,M,Deliver Cannabis,Possession of Cocaine,7,7,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Sale/Del Counterfeit Cont Subs,Battery,1,1,Low,Low
Female,Female,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,F,F,Introduce Contraband Into Jail,Battery,4,4,Low,Low
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,2,5,F,M,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,arrest case no charge,arrest case no charge,10,10,High,High
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,0,5,F,F,Possession Burglary Tools,Grand Theft in the 3rd Degree,8,8,High,High
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,F,F,Possession of Cocaine,Possession of Cocaine,4,4,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,M,Grand Theft (Motor Vehicle),Battery,5,5,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Carrying Concealed Firearm,Battery,9,9,High,High
Male,Male,26,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Unauth Poss ID Card or DL,Viol Injunct Domestic Violence,3,3,Low,Low
Female,Female,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,M,M,Viol Pretrial Release Dom Viol,arrest case no charge,7,7,Medium,Medium
Male,Male,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,M,Money Launder 100K or More Dols,arrest case no charge,1,1,Low,Low
Male,Male,46,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,55,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,17,5,F,F,Possession of Cocaine,Battery,10,10,High,High
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cannabis,Possession of Cannabis,3,3,Low,Low
Male,Male,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Burglary Structure Unoccup,Grand Theft in the 3rd Degree,2,2,Low,Low
Female,Female,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,8,8,High,High
Female,Female,50,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,30,5,M,M,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Male,Male,53,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Felony Driving While Lic Suspd,arrest case no charge,3,3,Low,Low
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,5,5,F,F,arrest case no charge,arrest case no charge,8,8,High,High
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,10,10,High,High
Male,Male,44,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Possession of Cocaine,Battery,1,1,Low,Low
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,"Deliver 3,4 Methylenediox",arrest case no charge,4,4,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,arrest case no charge,1,1,Low,Low
Male,Male,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,False Imprisonment,Battery,1,1,Low,Low
Female,Female,30,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,F,F,Tampering With Physical Evidence,Possession of Cocaine,10,10,High,High
